name,svg,lottie
Unicorn.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f984/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f984/lottie.json
Lizard.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f98e/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f98e/lottie.json
Dragon.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f409/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f409/lottie.json
T-rex.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f996/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f996/lottie.json
Turtle.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f422/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f422/lottie.json
Snake.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f40d/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f40d/lottie.json
Frog.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f438/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f438/lottie.json
Rabbit.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f407/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f407/lottie.json
Rat.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f400/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f400/lottie.json
Dog.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f415/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f415/lottie.json
Pig.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f416/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f416/lottie.json
Racehorse.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f40e/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f40e/lottie.json
Donkey.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1facf/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1facf/lottie.json
Ox.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f402/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f402/lottie.json
Goat.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f410/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f410/lottie.json
Kangaroo.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f998/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f998/lottie.json
Tiger.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f405/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f405/lottie.json
Monkey.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f412/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f412/lottie.json
Chipmunk.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f43f_fe0f/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f43f_fe0f/lottie.json
Otter.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f9a6/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f9a6/lottie.json
Bat.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f987/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f987/lottie.json
Rooster.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f413/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f413/lottie.json
Hatching-chick.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f423/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f423/lottie.json
